notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count
A2988/24,RJTT,QOBXX,OBSTACLE,2603071140,2603211640,CONSTRUCTION CRANE 2974FT MSL WITHIN 4.1NM ARP,"A2988/24 NOTAMN
Q) RJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071140 C) 2603211640
E) CONSTRUCTION CRANE 2974FT MSL WITHIN 4.1NM ARP",46,7
A1225/24,EDDF,QMRXX,RUNWAY_CLOSURE,2603080440,2603152140,TWY G CLSD,"A1225/24 NOTAMN
Q) EDZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603080440 C) 2603152140
E) TWY G CLSD",10,3
A1217/24,OMDB,QMRLC,RUNWAY_CLOSURE,2603090840,2603121440,RWY 10L CLSD FOR MAINTENANCE,"A1217/24 NOTAMN
Q) OMZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090840 C) 2603121440
E) RWY 10L CLSD FOR MAINTENANCE",28,5
A2617/24,EGLL,QOBXX,OBSTACLE,2603082340,2603301140,WINDTURBINE 3357S00523W 2166FT AMSL,"A2617/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603082340 C) 2603301140
E) WINDTURBINE 3357S00523W 2166FT AMSL",35,4
A2023/24,YSSY,QAALT,AIRSPACE_RESTRICTION,2603091240,2603160640,AIRSPACE D ACTIVATED SFC-2540FT AMSL,"A2023/24 NOTAMN
Q) YSZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603091240 C) 2603160640
E) AIRSPACE D ACTIVATED SFC-2540FT AMSL",36,5
A1009/24,KJFK,QMRLT,RUNWAY_CLOSURE,2603081540,2603291240,RWY 10R CLSD DUE TO SNOW REMOVAL,"A1009/24 NOTAMN
Q) KJZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081540 C) 2603291240
E) RWY 10R CLSD DUE TO SNOW REMOVAL",32,7
A3342/24,EHAM,QAFXX,AERODROME_PROCEDURE,2603091940,2603162240,ATC SERVICES NOT AVBL 3H DAILY,"A3342/24 NOTAMN
Q) EHZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603091940 C) 2603162240
E) ATC SERVICES NOT AVBL 3H DAILY",30,6
A1143/24,EDDF,QMRLC,RUNWAY_CLOSURE,2603070840,2603160440,RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1143/24 NOTAMN
Q) EDZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603070840 C) 2603160440
E) RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8
A1704/24,KATL,QNVAS,NAVIGATION_AID,2603081440,2604041640,TACAN LND UNSERVICEABLE,"A1704/24 NOTAMN
Q) KAZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081440 C) 2604041640
E) TACAN LND UNSERVICEABLE",23,3
A2113/24,OMDB,QRTCA,AIRSPACE_RESTRICTION,2603060740,2603281840,UAS OPERATIONS PROHIBITED WI 30NM OF KLAX,"A2113/24 NOTAMN
Q) OMZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603060740 C) 2603281840
E) UAS OPERATIONS PROHIBITED WI 30NM OF KLAX",41,7
A2437/24,KATL,QLTBA,LIGHTING,2603072340,2603122340,TWY H EDGE LGTS OTS,"A2437/24 NOTAMN
Q) KAZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603072340 C) 2603122340
E) TWY H EDGE LGTS OTS",19,5
A2355/24,KLAX,QLTBA,LIGHTING,2603090640,2603131940,APCH LGTS RWY 10R OTS,"A2355/24 NOTAMN
Q) KLZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090640 C) 2603131940
E) APCH LGTS RWY 10R OTS",21,5
A1023/24,KJFK,QMRLT,RUNWAY_CLOSURE,2603091640,2603290140,ALL RWYS CLSD EXCEPT RWY 32L,"A1023/24 NOTAMN
Q) KJZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603091640 C) 2603290140
E) ALL RWYS CLSD EXCEPT RWY 32L",28,6
A1441/24,LFPG,QNVAS,NAVIGATION_AID,2603091740,2603151640,ILS RWY 23 NOT AVAILABLE,"A1441/24 NOTAMN
Q) LFZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603091740 C) 2603151640
E) ILS RWY 23 NOT AVAILABLE",24,5
A3104/24,EGLL,QARAS,AERODROME_PROCEDURE,2603091140,2603272140,ATIS INOP USE 127.855 FOR INFO,"A3104/24 NOTAMN
Q) EGZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603091140 C) 2603272140
E) ATIS INOP USE 127.855 FOR INFO",30,6
A1929/24,YSSY,QRTCA,AIRSPACE_RESTRICTION,2603060340,2603101940,TFR EFFECTIVE WITHIN 20NM RADIUS OF 3219N 00643W,"A1929/24 NOTAMN
Q) YSZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060340 C) 2603101940
E) TFR EFFECTIVE WITHIN 20NM RADIUS OF 3219N 00643W",48,8
A2544/24,KLAX,QLTBA,LIGHTING,2603081240,2603301140,PAPI RWY 27 OTS,"A2544/24 NOTAMN
Q) KLZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603081240 C) 2603301140
E) PAPI RWY 27 OTS",15,4
A3286/24,EDDF,QARAS,AERODROME_PROCEDURE,2603081740,2603170640,EMERGENCY SERVICES REDUCED,"A3286/24 NOTAMN
Q) EDZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081740 C) 2603170640
E) EMERGENCY SERVICES REDUCED",26,3
A2773/24,EGLL,QOBXX,OBSTACLE,2603080440,2603140540,CRANE 212FT ERECTED 7.6NM S OF EDDF ARP,"A2773/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080440 C) 2603140540
E) CRANE 212FT ERECTED 7.6NM S OF EDDF ARP",39,8
A2260/24,EDDF,QLTBA,LIGHTING,2603091440,2604031840,HIRL RWY 10L REDUCED TO MIRL,"A2260/24 NOTAMN
Q) EDZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603091440 C) 2604031840
E) HIRL RWY 10L REDUCED TO MIRL",28,6
A1735/24,KLAX,QNVAS,NAVIGATION_AID,2603061940,2603232040,ILS RWY 14R REDUCED CATEGORY III,"A1735/24 NOTAMN
Q) KLZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603061940 C) 2603232040
E) ILS RWY 14R REDUCED CATEGORY III",32,6
A1855/24,OMDB,QRTCA,AIRSPACE_RESTRICTION,2603091140,2603190340,SPECIAL FLIGHT RULES AREA ACTIVE SFC-11768FT MSL,"A1855/24 NOTAMN
Q) OMZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603091140 C) 2603190340
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-11768FT MSL",48,7
A2430/24,RJTT,QLTBJ,LIGHTING,2603061140,2603180440,APRON LGTS PARTLY U/S,"A2430/24 NOTAMN
Q) RJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603061140 C) 2603180440
E) APRON LGTS PARTLY U/S",21,4
A1484/24,YSSY,QNVAS,NAVIGATION_AID,2603071140,2603130940,ILS CAT II RWY 10L NOT AUTH,"A1484/24 NOTAMN
Q) YSZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603071140 C) 2603130940
E) ILS CAT II RWY 10L NOT AUTH",27,7
A3122/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603061440,2604011340,NOISE ABATEMENT PROC CHANGED,"A3122/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603061440 C) 2604011340
E) NOISE ABATEMENT PROC CHANGED",28,4
A2248/24,OMDB,QLTAS,LIGHTING,2603081740,2603191040,REIL RWY 28R U/S,"A2248/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081740 C) 2603191040
E) REIL RWY 28R U/S",16,4
A2969/24,KJFK,QOBCE,OBSTACLE,2603061740,2603161540,CRANE 2314FT ERECTED 1.3NM NE OF RJTT ARP,"A2969/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603061740 C) 2603161540
E) CRANE 2314FT ERECTED 1.3NM NE OF RJTT ARP",41,8
A2331/24,KATL,QLTBJ,LIGHTING,2603081140,2603102340,PAPI RWY 18 OTS,"A2331/24 NOTAMN
Q) KAZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081140 C) 2603102340
E) PAPI RWY 18 OTS",15,4
A1714/24,LFPG,QNDXX,NAVIGATION_AID,2603071840,2603090840,GP RWY 28R NOT AVAILABLE,"A1714/24 NOTAMN
Q) LFZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071840 C) 2603090840
E) GP RWY 28R NOT AVAILABLE",24,5
A1481/24,LFPG,QNVXX,NAVIGATION_AID,2603080640,2603282140,VOR BIG UNSERVICEABLE,"A1481/24 NOTAMN
Q) LFZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080640 C) 2603282140
E) VOR BIG UNSERVICEABLE",21,3
A2385/24,KATL,QLTBA,LIGHTING,2603062240,2603141440,HIRL RWY 36 REDUCED TO MIRL,"A2385/24 NOTAMN
Q) KAZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603062240 C) 2603141440
E) HIRL RWY 36 REDUCED TO MIRL",27,6
A3329/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603060940,2603190240,FUEL AVBL H24,"A3329/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060940 C) 2603190240
E) FUEL AVBL H24",13,3
A1621/24,KLAX,QNDXX,NAVIGATION_AID,2603080140,2603230640,LOC RWY 36 UNRELIABLE WITHIN 4.9NM,"A1621/24 NOTAMN
Q) KLZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603080140 C) 2603230640
E) LOC RWY 36 UNRELIABLE WITHIN 4.9NM",34,6
A2878/24,KJFK,QOBCE,OBSTACLE,2603090440,2603290040,OBSTACLE LGTS U/S 3752N01651W 2851FT AMSL,"A2878/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090440 C) 2603290040
E) OBSTACLE LGTS U/S 3752N01651W 2851FT AMSL",41,6
A1493/24,KLAX,QNVAS,NAVIGATION_AID,2603070640,2603201440,LOC RWY 28R UNRELIABLE WITHIN 13.0NM,"A1493/24 NOTAMN
Q) KLZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070640 C) 2603201440
E) LOC RWY 28R UNRELIABLE WITHIN 13.0NM",36,6
A1426/24,EGLL,QNVXX,NAVIGATION_AID,2603081440,2603162040,LOC RWY 10R UNRELIABLE WITHIN 7.9NM,"A1426/24 NOTAMN
Q) EGZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081440 C) 2603162040
E) LOC RWY 10R UNRELIABLE WITHIN 7.9NM",35,6
A3144/24,EDDF,QAAXX,AERODROME_PROCEDURE,2603060940,2603160340,ATC SERVICES NOT AVBL 4H DAILY,"A3144/24 NOTAMN
Q) EDZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603060940 C) 2603160340
E) ATC SERVICES NOT AVBL 4H DAILY",30,6
A2151/24,EHAM,QAALT,AIRSPACE_RESTRICTION,2603061140,2603112340,CLASS E AIRSPACE CHANGED TO CLASS G,"A2151/24 NOTAMN
Q) EHZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603061140 C) 2603112340
E) CLASS E AIRSPACE CHANGED TO CLASS G",35,7
A3055/24,LFPG,QARAS,AERODROME_PROCEDURE,2603060340,2603190240,AERODROME OPERATING HOURS CHANGED 1H DAILY,"A3055/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603060340 C) 2603190240
E) AERODROME OPERATING HOURS CHANGED 1H DAILY",42,6
A1891/24,YSSY,QAALT,AIRSPACE_RESTRICTION,2603062140,2603122240,CLASS D AIRSPACE CHANGED TO CLASS G,"A1891/24 NOTAMN
Q) YSZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603062140 C) 2603122240
E) CLASS D AIRSPACE CHANGED TO CLASS G",35,7
A2541/24,LFPG,QLTBA,LIGHTING,2603061240,2603100140,REIL RWY 32L U/S,"A2541/24 NOTAMN
Q) LFZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603061240 C) 2603100140
E) REIL RWY 32L U/S",16,4
A1361/24,KLAX,QMRLC,RUNWAY_CLOSURE,2603070140,2603190240,RWY 18 CLSD DUE TO FUEL SPILL,"A1361/24 NOTAMN
Q) KLZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070140 C) 2603190240
E) RWY 18 CLSD DUE TO FUEL SPILL",29,7
A2625/24,EDDF,QOBXX,OBSTACLE,2603060640,2603280240,OBSTACLE LGTS U/S 4556N01003E 2371FT AMSL,"A2625/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603060640 C) 2603280240
E) OBSTACLE LGTS U/S 4556N01003E 2371FT AMSL",41,6
A2603/24,EGLL,QOBXX,OBSTACLE,2603070240,2603221640,CONSTRUCTION CRANE 1570FT MSL WITHIN 8.8NM ARP,"A2603/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603070240 C) 2603221640
E) CONSTRUCTION CRANE 1570FT MSL WITHIN 8.8NM ARP",46,7
A2983/24,YSSY,QOBCE,OBSTACLE,2603081340,2603211640,CRANE 1704FT ERECTED 3.9NM NW OF LFPG ARP,"A2983/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081340 C) 2603211640
E) CRANE 1704FT ERECTED 3.9NM NW OF LFPG ARP",41,8
A3193/24,KLAX,QAAXX,AERODROME_PROCEDURE,2603090440,2603250640,EMERGENCY SERVICES REDUCED,"A3193/24 NOTAMN
Q) KLZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090440 C) 2603250640
E) EMERGENCY SERVICES REDUCED",26,3
A1963/24,OMDB,QRPXX,AIRSPACE_RESTRICTION,2603070740,2603210440,TFR IN EFFECT WITHIN 22NM OF KJFK DUE TO INSPECTION,"A1963/24 NOTAMN
Q) OMZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603070740 C) 2603210440
E) TFR IN EFFECT WITHIN 22NM OF KJFK DUE TO INSPECTION",51,10
A1944/24,LFPG,QRTCA,AIRSPACE_RESTRICTION,2603071040,2604021740,RESTRICTED AREA R-2508 ACTIVE SFC-16744FT MSL,"A1944/24 NOTAMN
Q) LFZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071040 C) 2604021740
E) RESTRICTED AREA R-2508 ACTIVE SFC-16744FT MSL",45,6
A2555/24,RJTT,QLTBJ,LIGHTING,2603080940,2603132140,ALS RWY 09 OTS,"A2555/24 NOTAMN
Q) RJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080940 C) 2603132140
E) ALS RWY 09 OTS",14,4
A2076/24,EDDF,QAALT,AIRSPACE_RESTRICTION,2603081440,2604021640,UAS OPERATIONS PROHIBITED WI 5NM OF EGLL,"A2076/24 NOTAMN
Q) EDZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081440 C) 2604021640
E) UAS OPERATIONS PROHIBITED WI 5NM OF EGLL",40,7
A1773/24,YSSY,QILXX,NAVIGATION_AID,2603080940,2603302040,DME DET UNMON,"A1773/24 NOTAMN
Q) YSZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080940 C) 2603302040
E) DME DET UNMON",13,3
A1424/24,EHAM,QNDXX,NAVIGATION_AID,2603071840,2603151440,ILS RWY 05 REDUCED CATEGORY III,"A1424/24 NOTAMN
Q) EHZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071840 C) 2603151440
E) ILS RWY 05 REDUCED CATEGORY III",31,6
A2567/24,EGLL,QLTAS,LIGHTING,2603090140,2604030940,APRON LGTS PARTLY U/S,"A2567/24 NOTAMN
Q) EGZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603090140 C) 2604030940
E) APRON LGTS PARTLY U/S",21,4
A1265/24,OMDB,QMRLT,RUNWAY_CLOSURE,2603071040,2603160140,RWY 36 STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED,"A1265/24 NOTAMN
Q) OMZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603071040 C) 2603160140
E) RWY 36 STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED",52,9
A1934/24,YSSY,QRPXX,AIRSPACE_RESTRICTION,2603081440,2603251840,RESTRICTED AREA P-40 ACTIVE SFC-1413FT MSL,"A1934/24 NOTAMN
Q) YSZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081440 C) 2603251840
E) RESTRICTED AREA P-40 ACTIVE SFC-1413FT MSL",42,6
A2459/24,KJFK,QLTAS,LIGHTING,2603072340,2603181840,APCH LGTS RWY 10R OTS,"A2459/24 NOTAMN
Q) KJZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603072340 C) 2603181840
E) APCH LGTS RWY 10R OTS",21,5
A2956/24,EHAM,QOBCE,OBSTACLE,2603062140,2603230240,CRANE 1889FT ERECTED 2.2NM S OF EGLL ARP,"A2956/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603062140 C) 2603230240
E) CRANE 1889FT ERECTED 2.2NM S OF EGLL ARP",40,8
A3380/24,LFPG,QAFXX,AERODROME_PROCEDURE,2603070240,2603191340,FUEL NOT AVBL 3H DAILY,"A3380/24 NOTAMN
Q) LFZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603070240 C) 2603191340
E) FUEL NOT AVBL 3H DAILY",22,5
A3099/24,LFPG,QARAS,AERODROME_PROCEDURE,2603061440,2603312040,PPR REQUIRED FOR ALL ACFT OVER 100T,"A3099/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603061440 C) 2603312040
E) PPR REQUIRED FOR ALL ACFT OVER 100T",35,7
A2707/24,KJFK,QOBCE,OBSTACLE,2603060240,2603290040,NEW OBSTACLE CRANE 495FT AGL WITHIN 12.2NM OF OMDB,"A2707/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603060240 C) 2603290040
E) NEW OBSTACLE CRANE 495FT AGL WITHIN 12.2NM OF OMDB",50,9
A2607/24,YSSY,QOBXX,OBSTACLE,2603072040,2603280440,OBSTACLE LGTS U/S 3918N00755W 905FT AMSL,"A2607/24 NOTAMN
Q) YSZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603072040 C) 2603280440
E) OBSTACLE LGTS U/S 3918N00755W 905FT AMSL",40,6
A1765/24,OMDB,QNDXX,NAVIGATION_AID,2603090640,2603280840,DME SFD UNMON,"A1765/24 NOTAMN
Q) OMZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090640 C) 2603280840
E) DME SFD UNMON",13,3
A3262/24,EGLL,QAAXX,AERODROME_PROCEDURE,2603082240,2603260540,EMERGENCY SERVICES REDUCED,"A3262/24 NOTAMN
Q) EGZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603082240 C) 2603260540
E) EMERGENCY SERVICES REDUCED",26,3
A2889/24,EDDF,QOBXX,OBSTACLE,2603091540,2603260240,MULTIPLE CRANES MAX 2452FT AGL WITHIN 8.3NM,"A2889/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603091540 C) 2603260240
E) MULTIPLE CRANES MAX 2452FT AGL WITHIN 8.3NM",43,7
A1987/24,EGLL,QAALT,AIRSPACE_RESTRICTION,2603060740,2603211640,TFR IN EFFECT WITHIN 10NM OF KLAX DUE TO EMERGENCY WORKS,"A1987/24 NOTAMN
Q) EGZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603060740 C) 2603211640
E) TFR IN EFFECT WITHIN 10NM OF KLAX DUE TO EMERGENCY WORKS",56,11
A1095/24,EDDF,QMRLC,RUNWAY_CLOSURE,2603081740,2603260840,RWY 27 THRESHOLD DISPLACED 9.7M,"A1095/24 NOTAMN
Q) EDZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081740 C) 2603260840
E) RWY 27 THRESHOLD DISPLACED 9.7M",31,5
A2927/24,KATL,QOBCE,OBSTACLE,2603091740,2604011140,TOWER ERECTED 3116N00131W HEIGHT 2648FT AMSL,"A2927/24 NOTAMN
Q) KAZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091740 C) 2604011140
E) TOWER ERECTED 3116N00131W HEIGHT 2648FT AMSL",44,6
A1975/24,LFPG,QAALT,AIRSPACE_RESTRICTION,2603082340,2603261840,SPECIAL FLIGHT RULES AREA ACTIVE SFC-1845FT MSL,"A1975/24 NOTAMN
Q) LFZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603082340 C) 2603261840
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-1845FT MSL",47,7
A2177/24,EHAM,QAALT,AIRSPACE_RESTRICTION,2603080940,2603151740,CLASS C AIRSPACE CHANGED TO CLASS G,"A2177/24 NOTAMN
Q) EHZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080940 C) 2603151740
E) CLASS C AIRSPACE CHANGED TO CLASS G",35,7
A1985/24,EHAM,QAALT,AIRSPACE_RESTRICTION,2603060940,2603171440,SPECIAL FLIGHT RULES AREA ACTIVE SFC-16416FT MSL,"A1985/24 NOTAMN
Q) EHZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060940 C) 2603171440
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-16416FT MSL",48,7
A1626/24,KJFK,QNVXX,NAVIGATION_AID,2603060540,2603220440,ILS CAT III RWY 36 NOT AUTH,"A1626/24 NOTAMN
Q) KJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603060540 C) 2603220440
E) ILS CAT III RWY 36 NOT AUTH",27,7
A1500/24,OMDB,QNVXX,NAVIGATION_AID,2603081840,2603082240,NDB OOO REDUCED POWER 73 PCT,"A1500/24 NOTAMN
Q) OMZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081840 C) 2603082240
E) NDB OOO REDUCED POWER 73 PCT",28,6
A2230/24,EHAM,QLTAS,LIGHTING,2603072140,2603092040,PAPI RWY 18 OTS,"A2230/24 NOTAMN
Q) EHZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603072140 C) 2603092040
E) PAPI RWY 18 OTS",15,4
A1949/24,RJTT,QRTCA,AIRSPACE_RESTRICTION,2603081640,2603141640,AIRSPACE B ACTIVATED SFC-1538FT AMSL,"A1949/24 NOTAMN
Q) RJZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603081640 C) 2603141640
E) AIRSPACE B ACTIVATED SFC-1538FT AMSL",36,5
A1885/24,KATL,QAALT,AIRSPACE_RESTRICTION,2603070740,2603211440,TFR EFFECTIVE WITHIN 24NM RADIUS OF 3527N 01420W,"A1885/24 NOTAMN
Q) KAZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603070740 C) 2603211440
E) TFR EFFECTIVE WITHIN 24NM RADIUS OF 3527N 01420W",48,8
A1522/24,RJTT,QNVXX,NAVIGATION_AID,2603071540,2604010140,DME MAR UNMON,"A1522/24 NOTAMN
Q) RJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071540 C) 2604010140
E) DME MAR UNMON",13,3
A2082/24,KLAX,QRPXX,AIRSPACE_RESTRICTION,2603082140,2603221340,PROHIBITED AREA R-2508 ACTIVATED,"A2082/24 NOTAMN
Q) KLZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603082140 C) 2603221340
E) PROHIBITED AREA R-2508 ACTIVATED",32,4
A2939/24,EHAM,QOBCE,OBSTACLE,2603091340,2603220740,NEW OBSTACLE CRANE 2577FT AGL WITHIN 0.7NM OF EGLL,"A2939/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603091340 C) 2603220740
E) NEW OBSTACLE CRANE 2577FT AGL WITHIN 0.7NM OF EGLL",50,9
A1545/24,EGLL,QILXX,NAVIGATION_AID,2603080940,2603110640,DME LND UNMON,"A1545/24 NOTAMN
Q) EGZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080940 C) 2603110640
E) DME LND UNMON",13,3
A2715/24,EGLL,QOBXX,OBSTACLE,2603071240,2604020640,OBSTACLE LGTS U/S 5351N01708E 3030FT AMSL,"A2715/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603071240 C) 2604020640
E) OBSTACLE LGTS U/S 5351N01708E 3030FT AMSL",41,6
A2384/24,EHAM,QLTAS,LIGHTING,2603081440,2603310440,VASI RWY 14R UNSERVICEABLE,"A2384/24 NOTAMN
Q) EHZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081440 C) 2603310440
E) VASI RWY 14R UNSERVICEABLE",26,4
A2531/24,KATL,QLTBA,LIGHTING,2603081640,2603310240,TWY C EDGE LGTS OTS,"A2531/24 NOTAMN
Q) KAZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081640 C) 2603310240
E) TWY C EDGE LGTS OTS",19,5
A3038/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603070940,2604050140,AERODROME UNSERVICEABLE,"A3038/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070940 C) 2604050140
E) AERODROME UNSERVICEABLE",23,2
A1282/24,KLAX,QMRXX,RUNWAY_CLOSURE,2603072140,2604052140,RWY 28R CLSD FOR MAINTENANCE,"A1282/24 NOTAMN
Q) KLZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603072140 C) 2604052140
E) RWY 28R CLSD FOR MAINTENANCE",28,5
A1824/24,YSSY,QAALT,AIRSPACE_RESTRICTION,2603081540,2603210140,AIRSPACE D ACTIVATED SFC-215FT AMSL,"A1824/24 NOTAMN
Q) YSZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081540 C) 2603210140
E) AIRSPACE D ACTIVATED SFC-215FT AMSL",35,5
