notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count,text_length,token_count,clean_text
A2508/24,KATL,QLTAS,LIGHTING,2603062140,2603270040,HIRL RWY 10L REDUCED TO MIRL,"A2508/24 NOTAMN
Q) KAZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603062140 C) 2603270040
E) HIRL RWY 10L REDUCED TO MIRL",28,6,28,6,hirl reduced mirl
A3209/24,RJTT,QAFXX,AERODROME_PROCEDURE,2603071040,2603240140,CUSTOMS NOT AVBL 2H DAILY,"A3209/24 NOTAMN
Q) RJZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071040 C) 2603240140
E) CUSTOMS NOT AVBL 2H DAILY",25,5,25,5,customs daily
A1717/24,OMDB,QNVXX,NAVIGATION_AID,2603061440,2603301440,VOR/DME DET REDUCED POWER 50 PCT,"A1717/24 NOTAMN
Q) OMZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603061440 C) 2603301440
E) VOR/DME DET REDUCED POWER 50 PCT",32,6,32,6,vor dme det reduced power pct
A2128/24,OMDB,QRPXX,AIRSPACE_RESTRICTION,2603081040,2604021840,TFR IN EFFECT WITHIN 4NM OF OMDB DUE TO FUEL SPILL,"A2128/24 NOTAMN
Q) OMZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081040 C) 2604021840
E) TFR IN EFFECT WITHIN 4NM OF OMDB DUE TO FUEL SPILL",50,11,50,11,tfr effect omdb fuel spill
A1175/24,EHAM,QMRXX,RUNWAY_CLOSURE,2603061340,2603221340,RWY 14R CLSD FOR MAINTENANCE,"A1175/24 NOTAMN
Q) EHZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603061340 C) 2603221340
E) RWY 14R CLSD FOR MAINTENANCE",28,5,28,5,maintenance
A3220/24,EGLL,QARAS,AERODROME_PROCEDURE,2603072140,2603181240,NOISE ABATEMENT PROC CHANGED,"A3220/24 NOTAMN
Q) EGZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603072140 C) 2603181240
E) NOISE ABATEMENT PROC CHANGED",28,4,28,4,noise abatement proc changed
A2951/24,KATL,QOBCE,OBSTACLE,2603081040,2603311940,OBSTACLE LGTS U/S 4248N00918E 3399FT AMSL,"A2951/24 NOTAMN
Q) KAZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081040 C) 2603311940
E) OBSTACLE LGTS U/S 4248N00918E 3399FT AMSL",41,6,41,6,obstacle lgts amsl
A1271/24,KATL,QMRLT,RUNWAY_CLOSURE,2603092340,2603200940,RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1271/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603092340 C) 2603200940
E) RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8,41,8,except emergency
A2162/24,LFPG,QDAXX,AIRSPACE_RESTRICTION,2603080940,2603262040,SPECIAL FLIGHT RULES AREA ACTIVE SFC-12852FT MSL,"A2162/24 NOTAMN
Q) LFZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080940 C) 2603262040
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-12852FT MSL",48,7,48,7,special flight rules area active sfc msl
A1983/24,RJTT,QRTCA,AIRSPACE_RESTRICTION,2603072240,2604061240,AIRSPACE B ACTIVATED SFC-1287FT AMSL,"A1983/24 NOTAMN
Q) RJZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603072240 C) 2604061240
E) AIRSPACE B ACTIVATED SFC-1287FT AMSL",36,5,36,5,airspace activated sfc amsl
A3016/24,KJFK,QAFXX,AERODROME_PROCEDURE,2603071140,2603221440,PPR REQUIRED FOR ALL ACFT OVER 5T,"A3016/24 NOTAMN
Q) KJZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071140 C) 2603221440
E) PPR REQUIRED FOR ALL ACFT OVER 5T",33,7,33,7,required
A2933/24,EHAM,QOBCE,OBSTACLE,2603081840,2603110340,TOWER ERECTED 3430N00646E HEIGHT 3151FT AMSL,"A2933/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081840 C) 2603110340
E) TOWER ERECTED 3430N00646E HEIGHT 3151FT AMSL",44,6,44,6,tower erected height amsl
A2079/24,EGLL,QRTCA,AIRSPACE_RESTRICTION,2603091140,2604011040,UAS OPERATIONS PROHIBITED WI 7NM OF EDDF,"A2079/24 NOTAMN
Q) EGZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603091140 C) 2604011040
E) UAS OPERATIONS PROHIBITED WI 7NM OF EDDF",40,7,40,7,uas operations prohibited eddf
A2875/24,OMDB,QOBXX,OBSTACLE,2603061340,2603152240,CONSTRUCTION CRANE 1917FT MSL WITHIN 2.9NM ARP,"A2875/24 NOTAMN
Q) OMZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603061340 C) 2603152240
E) CONSTRUCTION CRANE 1917FT MSL WITHIN 2.9NM ARP",46,7,46,7,construction crane msl arp
A2945/24,EHAM,QOBXX,OBSTACLE,2603070740,2603141240,WINDTURBINE 3629N01224E 3375FT AMSL,"A2945/24 NOTAMN
Q) EHZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603070740 C) 2603141240
E) WINDTURBINE 3629N01224E 3375FT AMSL",35,4,35,4,windturbine amsl
A1811/24,KJFK,QDAXX,AIRSPACE_RESTRICTION,2603080140,2603121840,UAS OPERATIONS PROHIBITED WI 7NM OF KATL,"A1811/24 NOTAMN
Q) KJZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603080140 C) 2603121840
E) UAS OPERATIONS PROHIBITED WI 7NM OF KATL",40,7,40,7,uas operations prohibited katl
A2883/24,LFPG,QOBCE,OBSTACLE,2603092240,2603200040,NEW OBSTACLE CRANE 890FT AGL WITHIN 5.0NM OF YSSY,"A2883/24 NOTAMN
Q) LFZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092240 C) 2603200040
E) NEW OBSTACLE CRANE 890FT AGL WITHIN 5.0NM OF YSSY",49,9,49,9,new obstacle crane agl yssy
A1627/24,KLAX,QNVXX,NAVIGATION_AID,2603090340,2603102140,DME SFD UNSERVICEABLE,"A1627/24 NOTAMN
Q) KLZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090340 C) 2603102140
E) DME SFD UNSERVICEABLE",21,3,21,3,dme sfd unserviceable
A2015/24,LFPG,QRPXX,AIRSPACE_RESTRICTION,2603090040,2603281340,UAS OPERATIONS PROHIBITED WI 3NM OF OMDB,"A2015/24 NOTAMN
Q) LFZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603090040 C) 2603281340
E) UAS OPERATIONS PROHIBITED WI 3NM OF OMDB",40,7,40,7,uas operations prohibited omdb
A2604/24,LFPG,QOBXX,OBSTACLE,2603081840,2604050740,MULTIPLE CRANES MAX 855FT AGL WITHIN 11.2NM,"A2604/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081840 C) 2604050740
E) MULTIPLE CRANES MAX 855FT AGL WITHIN 11.2NM",43,7,43,7,multiple cranes max agl
A2672/24,LFPG,QOBXX,OBSTACLE,2603080240,2603180640,CONSTRUCTION CRANE 2477FT MSL WITHIN 3.2NM ARP,"A2672/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080240 C) 2603180640
E) CONSTRUCTION CRANE 2477FT MSL WITHIN 3.2NM ARP",46,7,46,7,construction crane msl arp
A2709/24,EDDF,QOBXX,OBSTACLE,2603081040,2603282140,TOWER ERECTED 4403S01157W HEIGHT 517FT AMSL,"A2709/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081040 C) 2603282140
E) TOWER ERECTED 4403S01157W HEIGHT 517FT AMSL",43,6,43,6,tower erected height amsl
A2738/24,YSSY,QOBCE,OBSTACLE,2603060340,2603120540,TOWER ERECTED 5402N01125E HEIGHT 479FT AMSL,"A2738/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060340 C) 2603120540
E) TOWER ERECTED 5402N01125E HEIGHT 479FT AMSL",43,6,43,6,tower erected height amsl
A2899/24,LFPG,QOBXX,OBSTACLE,2603080640,2603151740,OBSTACLE LGTS U/S 3203N01500W 1145FT AMSL,"A2899/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080640 C) 2603151740
E) OBSTACLE LGTS U/S 3203N01500W 1145FT AMSL",41,6,41,6,obstacle lgts amsl
A2656/24,EGLL,QOBCE,OBSTACLE,2603081740,2603161640,MULTIPLE CRANES MAX 2787FT AGL WITHIN 13.4NM,"A2656/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081740 C) 2603161640
E) MULTIPLE CRANES MAX 2787FT AGL WITHIN 13.4NM",44,7,44,7,multiple cranes max agl
A2807/24,OMDB,QOBCE,OBSTACLE,2603080340,2604021640,MULTIPLE CRANES MAX 2792FT AGL WITHIN 7.2NM,"A2807/24 NOTAMN
Q) OMZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080340 C) 2604021640
E) MULTIPLE CRANES MAX 2792FT AGL WITHIN 7.2NM",43,7,43,7,multiple cranes max agl
A1616/24,OMDB,QILXX,NAVIGATION_AID,2603052340,2603080340,VOR/DME LAM OTS,"A1616/24 NOTAMN
Q) OMZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603052340 C) 2603080340
E) VOR/DME LAM OTS",15,3,15,3,vor dme lam
A1344/24,KJFK,QMRLT,RUNWAY_CLOSURE,2603061340,2603080440,TWY K CLSD,"A1344/24 NOTAMN
Q) KJZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603061340 C) 2603080440
E) TWY K CLSD",10,3,10,3,
A2298/24,KLAX,QLTAS,LIGHTING,2603071040,2604042340,APRON LGTS PARTLY U/S,"A2298/24 NOTAMN
Q) KLZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603071040 C) 2604042340
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A2374/24,EHAM,QLTBA,LIGHTING,2603071840,2604050440,APCH LGTS RWY 10L OTS,"A2374/24 NOTAMN
Q) EHZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071840 C) 2604050440
E) APCH LGTS RWY 10L OTS",21,5,21,5,apch lgts
A1444/24,EHAM,QNDXX,NAVIGATION_AID,2603061740,2603230440,DME BNN UNSERVICEABLE,"A1444/24 NOTAMN
Q) EHZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603061740 C) 2603230440
E) DME BNN UNSERVICEABLE",21,3,21,3,dme bnn unserviceable
A1288/24,KLAX,QMRLT,RUNWAY_CLOSURE,2603081740,2603231840,RWY 18 CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1288/24 NOTAMN
Q) KLZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603081740 C) 2603231840
E) RWY 18 CLSD TO ALL ACFT EXCEPT EMERGENCY",40,8,40,8,except emergency
A1100/24,KLAX,QMRLT,RUNWAY_CLOSURE,2603092140,2604081640,RWY 05 CLSD FOR MAINTENANCE,"A1100/24 NOTAMN
Q) KLZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603092140 C) 2604081640
E) RWY 05 CLSD FOR MAINTENANCE",27,5,27,5,maintenance
A1830/24,KATL,QDAXX,AIRSPACE_RESTRICTION,2603091340,2603301740,SPECIAL FLIGHT RULES AREA ACTIVE SFC-12910FT MSL,"A1830/24 NOTAMN
Q) KAZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091340 C) 2603301740
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-12910FT MSL",48,7,48,7,special flight rules area active sfc msl
A1645/24,KLAX,QILXX,NAVIGATION_AID,2603080540,2604010240,DME OOO UNMON,"A1645/24 NOTAMN
Q) KLZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603080540 C) 2604010240
E) DME OOO UNMON",13,3,13,3,dme ooo unmon
A1201/24,EDDF,QMRLC,RUNWAY_CLOSURE,2603081740,2604041240,RWY 14R THRESHOLD DISPLACED 9.5M,"A1201/24 NOTAMN
Q) EDZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081740 C) 2604041240
E) RWY 14R THRESHOLD DISPLACED 9.5M",32,5,32,5,threshold displaced
A2364/24,OMDB,QLTBJ,LIGHTING,2603060440,2603271240,APCH LGTS RWY 28L OTS,"A2364/24 NOTAMN
Q) OMZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603060440 C) 2603271240
E) APCH LGTS RWY 28L OTS",21,5,21,5,apch lgts
A1318/24,KJFK,QMRXX,RUNWAY_CLOSURE,2603081540,2603132340,RWY 10L CLSD FOR MAINTENANCE,"A1318/24 NOTAMN
Q) KJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081540 C) 2603132340
E) RWY 10L CLSD FOR MAINTENANCE",28,5,28,5,maintenance
A2857/24,EHAM,QOBCE,OBSTACLE,2603080740,2603302140,TOWER ERECTED 4217N01344W HEIGHT 2814FT AMSL,"A2857/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080740 C) 2603302140
E) TOWER ERECTED 4217N01344W HEIGHT 2814FT AMSL",44,6,44,6,tower erected height amsl
A2842/24,EGLL,QOBXX,OBSTACLE,2603090440,2603171740,TOWER ERECTED 5558N01707W HEIGHT 514FT AMSL,"A2842/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603090440 C) 2603171740
E) TOWER ERECTED 5558N01707W HEIGHT 514FT AMSL",43,6,43,6,tower erected height amsl
A2666/24,KATL,QOBXX,OBSTACLE,2603071640,2603162040,MULTIPLE CRANES MAX 1058FT AGL WITHIN 6.0NM,"A2666/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603071640 C) 2603162040
E) MULTIPLE CRANES MAX 1058FT AGL WITHIN 6.0NM",43,7,43,7,multiple cranes max agl
A3126/24,KATL,QARAS,AERODROME_PROCEDURE,2603070340,2603280240,NOISE ABATEMENT PROC CHANGED,"A3126/24 NOTAMN
Q) KAZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603070340 C) 2603280240
E) NOISE ABATEMENT PROC CHANGED",28,4,28,4,noise abatement proc changed
A1449/24,KJFK,QNDXX,NAVIGATION_AID,2603070040,2604012240,DME BIG OTS,"A1449/24 NOTAMN
Q) KJZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603070040 C) 2604012240
E) DME BIG OTS",11,3,11,3,dme big
A1504/24,LFPG,QNDXX,NAVIGATION_AID,2603062040,2603222040,NDB CLN UNSERVICEABLE,"A1504/24 NOTAMN
Q) LFZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603062040 C) 2603222040
E) NDB CLN UNSERVICEABLE",21,3,21,3,ndb cln unserviceable
A2465/24,RJTT,QLTBJ,LIGHTING,2603090140,2604020940,VASI RWY 10R UNSERVICEABLE,"A2465/24 NOTAMN
Q) RJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603090140 C) 2604020940
E) VASI RWY 10R UNSERVICEABLE",26,4,26,4,vasi unserviceable
A2330/24,KLAX,QLTBA,LIGHTING,2603060640,2603300140,REIL RWY 18 U/S,"A2330/24 NOTAMN
Q) KLZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603060640 C) 2603300140
E) REIL RWY 18 U/S",15,4,15,4,reil
A3076/24,EHAM,QAAXX,AERODROME_PROCEDURE,2603081940,2604010940,ATIS INOP USE 132.245 FOR INFO,"A3076/24 NOTAMN
Q) EHZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081940 C) 2604010940
E) ATIS INOP USE 132.245 FOR INFO",30,6,30,6,atis inop use
A2673/24,KJFK,QOBCE,OBSTACLE,2603090940,2603221840,CONSTRUCTION CRANE 2905FT MSL WITHIN 0.7NM ARP,"A2673/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090940 C) 2603221840
E) CONSTRUCTION CRANE 2905FT MSL WITHIN 0.7NM ARP",46,7,46,7,construction crane msl arp
A1603/24,KJFK,QNDXX,NAVIGATION_AID,2603080140,2603241340,VOR MAR OTS,"A1603/24 NOTAMN
Q) KJZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603080140 C) 2603241340
E) VOR MAR OTS",11,3,11,3,vor mar
A1588/24,EHAM,QNVAS,NAVIGATION_AID,2603062040,2604022240,ILS CAT I RWY 27 NOT AUTH,"A1588/24 NOTAMN
Q) EHZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603062040 C) 2604022240
E) ILS CAT I RWY 27 NOT AUTH",25,7,25,7,ils cat
A1191/24,LFPG,QMRLC,RUNWAY_CLOSURE,2603091940,2604040340,RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1191/24 NOTAMN
Q) LFZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603091940 C) 2604040340
E) RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8,41,8,except emergency
A2989/24,KJFK,QOBXX,OBSTACLE,2603090840,2603300740,CONSTRUCTION CRANE 1883FT MSL WITHIN 9.3NM ARP,"A2989/24 NOTAMN
Q) KJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090840 C) 2603300740
E) CONSTRUCTION CRANE 1883FT MSL WITHIN 9.3NM ARP",46,7,46,7,construction crane msl arp
A2138/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603070740,2603081840,TFR IN EFFECT WITHIN 24NM OF RJTT DUE TO MAINTENANCE,"A2138/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603070740 C) 2603081840
E) TFR IN EFFECT WITHIN 24NM OF RJTT DUE TO MAINTENANCE",52,10,52,10,tfr effect rjtt maintenance
A1630/24,YSSY,QILXX,NAVIGATION_AID,2603091440,2603251740,LOC RWY 09 UNRELIABLE WITHIN 13.2NM,"A1630/24 NOTAMN
Q) YSZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603091440 C) 2603251740
E) LOC RWY 09 UNRELIABLE WITHIN 13.2NM",35,6,35,6,loc unreliable
A1682/24,RJTT,QNVAS,NAVIGATION_AID,2603080040,2603100740,DME OOO UNSERVICEABLE,"A1682/24 NOTAMN
Q) RJZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080040 C) 2603100740
E) DME OOO UNSERVICEABLE",21,3,21,3,dme ooo unserviceable
A2586/24,OMDB,QLTBA,LIGHTING,2603071640,2603102340,REIL RWY 36 U/S,"A2586/24 NOTAMN
Q) OMZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603071640 C) 2603102340
E) REIL RWY 36 U/S",15,4,15,4,reil
A1958/24,EDDF,QDAXX,AIRSPACE_RESTRICTION,2603090040,2603132240,PROHIBITED AREA P-40 ACTIVATED,"A1958/24 NOTAMN
Q) EDZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603090040 C) 2603132240
E) PROHIBITED AREA P-40 ACTIVATED",30,4,30,4,prohibited area activated
A2349/24,EGLL,QLTBJ,LIGHTING,2603092140,2604010040,APRON LGTS PARTLY U/S,"A2349/24 NOTAMN
Q) EGZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603092140 C) 2604010040
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A1134/24,KLAX,QMRXX,RUNWAY_CLOSURE,2603070440,2603090040,TWY G CLSD,"A1134/24 NOTAMN
Q) KLZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070440 C) 2603090040
E) TWY G CLSD",10,3,10,3,
A2127/24,KJFK,QDAXX,AIRSPACE_RESTRICTION,2603061540,2603212240,PROHIBITED AREA MOA-7 ACTIVATED,"A2127/24 NOTAMN
Q) KJZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603061540 C) 2603212240
E) PROHIBITED AREA MOA-7 ACTIVATED",31,4,31,4,prohibited area moa activated
A2427/24,EHAM,QLTAS,LIGHTING,2603090240,2603171740,REIL RWY 36 U/S,"A2427/24 NOTAMN
Q) EHZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603090240 C) 2603171740
E) REIL RWY 36 U/S",15,4,15,4,reil
A2855/24,KATL,QOBXX,OBSTACLE,2603092240,2603261840,MULTIPLE CRANES MAX 805FT AGL WITHIN 5.6NM,"A2855/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603092240 C) 2603261840
E) MULTIPLE CRANES MAX 805FT AGL WITHIN 5.6NM",42,7,42,7,multiple cranes max agl
A2504/24,KLAX,QLTAS,LIGHTING,2603091340,2603270340,APCH LGTS RWY 28R OTS,"A2504/24 NOTAMN
Q) KLZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603091340 C) 2603270340
E) APCH LGTS RWY 28R OTS",21,5,21,5,apch lgts
A2940/24,KLAX,QOBXX,OBSTACLE,2603080040,2603201340,NEW OBSTACLE CRANE 3298FT AGL WITHIN 6.3NM OF EHAM,"A2940/24 NOTAMN
Q) KLZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603080040 C) 2603201340
E) NEW OBSTACLE CRANE 3298FT AGL WITHIN 6.3NM OF EHAM",50,9,50,9,new obstacle crane agl eham
A3235/24,RJTT,QAFXX,AERODROME_PROCEDURE,2603091140,2603300340,AERODROME OPERATING HOURS CHANGED 1H DAILY,"A3235/24 NOTAMN
Q) RJZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091140 C) 2603300340
E) AERODROME OPERATING HOURS CHANGED 1H DAILY",42,6,42,6,aerodrome operating hours changed daily
A1850/24,KATL,QDAXX,AIRSPACE_RESTRICTION,2603070640,2603110740,PROHIBITED AREA R-2508 ACTIVATED,"A1850/24 NOTAMN
Q) KAZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603070640 C) 2603110740
E) PROHIBITED AREA R-2508 ACTIVATED",32,4,32,4,prohibited area activated
A2187/24,EGLL,QRTCA,AIRSPACE_RESTRICTION,2603081540,2603210140,RESTRICTED AREA P-40 ACTIVE SFC-13552FT MSL,"A2187/24 NOTAMN
Q) EGZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081540 C) 2603210140
E) RESTRICTED AREA P-40 ACTIVE SFC-13552FT MSL",43,6,43,6,restricted area active sfc msl
A2799/24,LFPG,QOBXX,OBSTACLE,2603081140,2603270440,TOWER ERECTED 5420N01831W HEIGHT 821FT AMSL,"A2799/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081140 C) 2603270440
E) TOWER ERECTED 5420N01831W HEIGHT 821FT AMSL",43,6,43,6,tower erected height amsl
A2224/24,EHAM,QLTBJ,LIGHTING,2603081740,2604030640,HIRL RWY 09 REDUCED TO MIRL,"A2224/24 NOTAMN
Q) EHZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081740 C) 2604030640
E) HIRL RWY 09 REDUCED TO MIRL",27,6,27,6,hirl reduced mirl
A1280/24,KATL,QMRLT,RUNWAY_CLOSURE,2603071240,2604021040,RWY 32L CLSD 1H DAILY,"A1280/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603071240 C) 2604021040
E) RWY 32L CLSD 1H DAILY",21,5,21,5,daily
A3021/24,YSSY,QARAS,AERODROME_PROCEDURE,2603071740,2603100640,AERODROME UNSERVICEABLE,"A3021/24 NOTAMN
Q) YSZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603071740 C) 2603100640
E) AERODROME UNSERVICEABLE",23,2,23,2,aerodrome unserviceable
A1857/24,KJFK,QDAXX,AIRSPACE_RESTRICTION,2603090840,2603150240,CLASS B AIRSPACE CHANGED TO CLASS C,"A1857/24 NOTAMN
Q) KJZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090840 C) 2603150240
E) CLASS B AIRSPACE CHANGED TO CLASS C",35,7,35,7,class airspace changed class
A3232/24,EGLL,QAFXX,AERODROME_PROCEDURE,2603060040,2603210540,FUEL AVBL H24,"A3232/24 NOTAMN
Q) EGZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603060040 C) 2603210540
E) FUEL AVBL H24",13,3,13,3,fuel
A1995/24,EGLL,QRTCA,AIRSPACE_RESTRICTION,2603070540,2603281840,TFR EFFECTIVE WITHIN 4NM RADIUS OF 3445N 00114W,"A1995/24 NOTAMN
Q) EGZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603070540 C) 2603281840
E) TFR EFFECTIVE WITHIN 4NM RADIUS OF 3445N 00114W",47,8,47,8,tfr radius
A1837/24,LFPG,QDAXX,AIRSPACE_RESTRICTION,2603091840,2603232040,UAS OPERATIONS PROHIBITED WI 5NM OF LFPG,"A1837/24 NOTAMN
Q) LFZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603091840 C) 2603232040
E) UAS OPERATIONS PROHIBITED WI 5NM OF LFPG",40,7,40,7,uas operations prohibited lfpg
A1252/24,LFPG,QMRXX,RUNWAY_CLOSURE,2603080140,2603160940,RWY 14R STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED,"A1252/24 NOTAMN
Q) LFZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080140 C) 2603160940
E) RWY 14R STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED",52,9,52,9,strength reduced authorized
A2677/24,EDDF,QOBXX,OBSTACLE,2603080340,2603122240,CONSTRUCTION CRANE 2510FT MSL WITHIN 14.1NM ARP,"A2677/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603080340 C) 2603122240
E) CONSTRUCTION CRANE 2510FT MSL WITHIN 14.1NM ARP",47,7,47,7,construction crane msl arp
A1451/24,LFPG,QNVAS,NAVIGATION_AID,2603090940,2604080440,ILS CAT II RWY 10R NOT AUTH,"A1451/24 NOTAMN
Q) LFZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603090940 C) 2604080440
E) ILS CAT II RWY 10R NOT AUTH",27,7,27,7,ils cat
